image_name,naturalness,sd,count
sun_aaarfmdkojiusxxl.png,2.891304347826087,1.3371322691917988,46
sun_aabyitznzumhlxfw.png,1.3181818181818181,0.7707660723373757,44
sun_aacekspsxnilxmlb.png,3.3181818181818183,1.695036903936975,44
sun_aackmxuaumbyjrvf.png,1.3333333333333333,0.8528028654224417,45
sun_aadihymrhoihkumi.png,5.269230769230769,1.48344306201835,52
sun_aadqjcsvidqnqzzt.png,1.346938775510204,1.1282549284950938,49
sun_aadtmifyuvqcfkcr.png,1.5384615384615385,1.2281268769726865,52
sun_aaeijzjhbdeibdjh.png,3.6666666666666665,1.5047095877265575,54
sun_aafqetztbkmzxsif.png,1.4210526315789473,0.6422754712261971,38
sun_aaguipoeqirlfvjn.png,1.4210526315789473,1.0560400009665998,38
sun_aahfqqcmvkdkcopk.png,1.7301587301587302,1.5048989807094353,63
sun_aainymcaqysqtfjp.png,1.4754098360655739,1.2859050946972355,61
sun_aaivnkepwwofsfnt.png,2.021276595744681,1.1513576428858399,47
sun_aajhoihcnufdqjdm.png,2.519230769230769,1.5654402953323951,52
sun_aalwixjkrhyiabdr.png,1.8775510204081634,0.9271967846962264,49
sun_aamlzecjkxlnoedl.png,6.604651162790698,0.8490761052804038,43
sun_aampazmnmsxlwwwr.png,1.5106382978723405,0.9751775852885533,47
sun_aamvxnvouicstkjb.png,2.8297872340425534,1.4191110036579424,47
sun_aaqmxnxoyktxhiwh.png,1.5593220338983051,1.054893137923065,59
sun_aastptdxbxbeiyto.png,1.9333333333333333,1.1913056029197642,60
sun_aatywrsbdbluavkj.png,3.0851063829787235,1.571897043232663,47
sun_aavbhjizkngwwgjm.png,1.3846153846153846,0.9108032686966362,52
sun_aavkypayfsvklgls.png,1.4772727272727273,1.3027455152018124,44
sun_aavuoscaegpbwspj.png,1.3181818181818181,0.9829411790754312,44
sun_aaxdpgpohhvyemvc.png,3.411764705882353,1.430754634285492,51
sun_aaysiohzbbdyrddc.png,6.549019607843137,1.1885070549255665,51
sun_abbwggenhfbftyvi.png,1.625,1.1600623607595686,48
sun_abcexmhrrazffdxe.png,1.5777777777777777,1.0972877489703436,45
sun_abcuurugvxwparpk.png,2.625,1.2544791543576754,40
sun_abdagkpekttzgeks.png,6.142857142857143,0.5773502691896257,49
sun_abdczrckndvowcuw.png,1.5192307692307692,1.0934813018365075,52
sun_abdkucfijyhzjwdd.png,1.2549019607843137,0.4834516420450741,51
sun_abghrjwhyotnsqlo.png,1.510204081632653,0.9600878644598073,49
sun_abgxynrdquqkpegr.png,1.4222222222222223,1.1963749961082986,45
sun_abiovdygniqgkhhl.png,2.54,1.3881422029137376,50
sun_abixanxgsreeoifw.png,2.8260869565217392,1.304766438462148,46
sun_ablbdwfvmdkcfxka.png,3.1020408163265305,1.3730273419100774,49
sun_ablgxmlqsejzolxh.png,1.446808510638298,1.2989713428290908,47
sun_ablltreyppizkotj.png,1.0833333333333333,0.280305955290694,36
sun_abluxelximwwmuuu.png,1.391304347826087,1.0430353327256032,46
sun_abmeycbiroafvvoi.png,3.057142857142857,1.6077543187874916,35
sun_abmipmtqvlyxgafg.png,1.3076923076923077,0.8930682225913255,39
sun_abnjymnsjlfptyxk.png,1.537037037037037,1.1929504087964673,54
sun_abnkpmayghxdvfig.png,4.024390243902439,1.6044906493658475,41
sun_abokeplpazkdxpps.png,5.723076923076923,1.2312048507926634,65
sun_abolbvukvhubhpjk.png,1.1428571428571428,0.3541688016605731,42
sun_abplnvvcxkcovrqi.png,6.645833333333333,0.525502123943856,48
sun_abreakywwicnpllq.png,1.150943396226415,0.3614195524432012,53
sun_abrfjuixgacomvzb.png,2.175,1.3375733864362598,40
sun_absoxzwctrlnjgvz.png,3.075,1.7742820866696827,40
sun_absxzamwemzkegmz.png,6.595744680851064,0.7419004523661459,47
sun_abtdndwgqyeufjvf.png,1.3777777777777778,0.5755980640283037,45
sun_abtyfplefeymuefw.png,2.0377358490566038,1.3581982430205013,53
sun_abuaiinyegtbzuxg.png,6.358974358974359,1.0634397883922544,39
sun_abvcwkmmpmjruuhb.png,3.2954545454545454,1.5786297481064915,44
sun_abwkfmxrrczajrtw.png,3.04,1.7018597270669067,50
sun_abwkqvpdyigssyxa.png,1.75,1.4124793942623326,52
sun_abzoglkibwvlanfr.png,1.5660377358490567,0.8437424407015026,53
sun_acafxnfmbtjoupvz.png,1.3333333333333333,0.8406346808612327,51
sun_acapmatgnmqztpru.png,1.3035714285714286,0.7843849439272405,56
sun_acbnfcctoyssyvie.png,4.788461538461538,1.5883958915508518,52
sun_accilwvadsvecujd.png,1.22,0.7637180802642091,50
sun_acclngswciyrjytf.png,1.5,0.8473185457363233,40
sun_accvrsqmfcigfluj.png,2.8541666666666665,1.7623676450480068,48
sun_acddbhlzfptbekxj.png,1.2641509433962264,0.7881561587807918,53
sun_aceuokyqoqhfsper.png,1.5227272727272727,1.266539624948419,44
sun_acfxouwyduazdrjw.png,1.3846153846153846,0.9065662403697468,39
sun_acgnzuuseaxyivpx.png,1.5384615384615385,1.274159244904858,39
sun_aciczgvqmadwxjdq.png,2.5964912280701755,1.3073917480837156,57
sun_ackillobvrmbwpyh.png,6.686274509803922,0.8121624487362458,51
sun_aclldlpvqpkxwuhq.png,1.4807692307692308,0.999811445270314,52
sun_acmucmjtzrjwrnki.png,2.4634146341463414,1.1852755159795074,41
sun_acmxnsedgirrlcgi.png,6.666666666666667,0.7809795631219708,48
sun_acnawpjquedtdxuq.png,2.183673469387755,1.364329343605542,49
sun_acogctmmxmuoyvfl.png,1.3461538461538463,0.9473309334313418,52
sun_acqkqticsyuapvci.png,6.690476190476191,0.9750070728472725,42
sun_acteouyhcdaxmeya.png,1.4651162790697674,1.3861360685167123,43
sun_acuakodxedalqwqm.png,1.1521739130434783,0.4698648176442916,46
sun_acuntvumcrillqnp.png,1.1388888888888888,0.3507361872061009,36
sun_acvqlpihddkrdsjr.png,4.912280701754386,1.4302934483423069,57
sun_acwcxcfulvbjhqbm.png,3.8823529411764706,1.6690962683264186,51
sun_acxojtvutlkaurza.png,1.1136363636363635,0.3867520743564635,44
sun_acygqcsddzddfxdg.png,2.9761904761904763,1.5537224418307631,42
sun_acyletewwvoolvvv.png,2.5098039215686274,1.3471829722737418,51
sun_aczwgyukesaajxnx.png,2.1219512195121952,1.4696108660325617,41
sun_aczxsecpjsxjcvms.png,2.025,1.2707256154432354,40
sun_adaqrcisdytbarzl.png,3.395348837209302,1.4661178878690375,43
